trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
379,False,"{'a': 1, 'e': 0.022168624768315548}",20,2,-3.8914053304060303,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
380,False,"{'a': 1, 'e': 0.021946938520632394}",25,18,15.167127575785006,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 1, 'e': 0.02172746913542607}",20,14,13.74643883028197,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 1, 'e': 0.021510194444071807}",25,14,19.405651723065276,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 1, 'e': 0.021295092499631088}",25,16,14.23351941778775,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 1, 'e': 0.02108214157463478}",25,11,24.087843089886817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 1, 'e': 0.02087132015888843}",20,0,15.036432573621706,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 1, 'e': 0.020662606957299545}",20,14,1.1912026432111993,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 1, 'e': 0.02045598088772655}",20,2,25.421983905465652,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 1, 'e': 0.020251421078849283}",25,20,10.819589197133736,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 1, 'e': 0.02004890686806079}",20,8,22.604828228900743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 1, 'e': 0.019848417799380184}",25,0,25.500710056565683,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
391,False,"{'a': 1, 'e': 0.01964993362138638}",20,7,23.109389151669806,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 1, 'e': 0.019453434285172516}",20,0,27.962991970638072,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
393,False,"{'a': 1, 'e': 0.01925889994232079}",20,12,14.591258147755669,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 1, 'e': 0.019066310942897582}",20,12,-26.964935613947105,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
395,False,"{'a': 1, 'e': 0.01887564783346861}",20,0,-1.190933422569136,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
396,False,"{'a': 1, 'e': 0.018686891355133923}",20,2,31.21540611168647,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 1, 'e': 0.01850002244158258}",20,3,27.22106475119214,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 1, 'e': 0.018315022217166757}",20,6,20.433373005828148,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 1, 'e': 0.018131871994995087}",25,14,20.09522649946822,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 1, 'e': 0.017950553275045137}",20,5,28.82953626709899,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 1, 'e': 0.017771047742294686}",20,10,17.103529199518604,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 1, 'e': 0.01759333726487174}",20,0,25.14854691634776,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
403,False,"{'a': 1, 'e': 0.017417403892223023}",20,16,5.936966540164249,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 1, 'e': 0.01724322985330079}",25,16,16.992978352349066,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 1, 'e': 0.017070797554767782}",20,0,17.449171128865082,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
406,False,"{'a': 1, 'e': 0.016900089579220106}",30,0,45.48883998909475,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
407,False,"{'a': 1, 'e': 0.016731088683427903}",35,20,25.153640370041195,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 1, 'e': 0.016563777796593626}",20,9,9.259779382314672,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 1, 'e': 0.016398140018627688}",20,15,12.111341391058787,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 1, 'e': 0.01623415861844141}",25,20,7.9616807454120355,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 1, 'e': 0.016071817032256998}",30,16,24.25521868762186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 1, 'e': 0.015911098861934425}",25,18,15.460100497332776,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 1, 'e': 0.015751987873315082}",25,3,35.787367388528764,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 1, 'e': 0.015594467994581931}",25,20,11.94033369448848,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 1, 'e': 0.015438523314636111}",35,14,34.61052567296534,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 1, 'e': 0.01528413808148975}",25,9,26.49941463934687,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 1, 'e': 0.015131296700674854}",20,7,18.180184343614776,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 1, 'e': 0.014979983733668104}",30,0,44.29737002488364,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 1, 'e': 0.014830183896331423}",25,14,21.234502312161695,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 1, 'e': 0.014681882057368109}",20,6,25.87088290913193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 1, 'e': 0.014535063236794427}",25,11,25.55820443652231,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 1, 'e': 0.014389712604426484}",30,19,23.011785888121256,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 1, 'e': 0.014245815478382218}",20,13,12.663121982482284,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 1, 'e': 0.014103357323598397}",35,17,37.050334887421926,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 1, 'e': 0.013962323750362412}",30,13,28.331453502324806,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 1, 'e': 0.013822700512858787}",30,19,17.92716967590466,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 1, 'e': 0.013684473507730199}",20,4,25.39131586231389,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 1, 'e': 0.013547628772652897}",20,10,23.150275513770655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 1, 'e': 0.013412152484926368}",20,13,15.201889863557527,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 1, 'e': 0.013278030960077104}",20,14,13.593492945786979,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 1, 'e': 0.013145250650476333}",30,24,14.111332231775439,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 1, 'e': 0.01301379814397157}",25,10,25.633078096229738,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 1, 'e': 0.012883660162531854}",20,4,23.648003882886563,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 1, 'e': 0.012754823560906535}",20,6,20.382355653158434,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 1, 'e': 0.01262727532529747}",30,4,38.19436970356951,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 1, 'e': 0.012501002572044496}",25,8,32.775165785388054,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 1, 'e': 0.01237599254632405}",25,11,26.659384008016808,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 1, 'e': 0.012252232620860809}",20,8,24.445788028405943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 1, 'e': 0.012129710294652202}",30,23,12.821097598205839,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 1, 'e': 0.01200841319170568}",20,14,12.290186741945494,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 1, 'e': 0.011888329059788622}",20,16,8.841494461271878,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 1, 'e': 0.011769445769190735}",25,19,13.079365014956458,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 1, 'e': 0.011651751311498829}",25,11,27.83764634895206,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 1, 'e': 0.01153523379838384}",30,22,14.97336988847284,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 1, 'e': 0.011419881460400001}",25,15,21.306001958510283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 1, 'e': 0.011305682645796001}",30,12,31.604708476446124,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 1, 'e': 0.011192625819338041}",25,18,13.308452344780344,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 1, 'e': 0.011080699561144661}",30,19,1.3963197514261099,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
449,False,"{'a': 1, 'e': 0.010969892565533214}",20,3,24.87631505078526,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 1, 'e': 0.010860193639877882}",20,8,18.092575441628142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 1, 'e': 0.010751591703479103}",20,14,10.612398042232464,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 1, 'e': 0.010644075786444312}",25,3,31.73212232050814,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 1, 'e': 0.01053763502857987}",30,9,33.7566747611757,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 1, 'e': 0.01043225867829407}",20,3,25.38252229513469,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 1, 'e': 0.01032793609151113}",25,13,23.575403190469185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 1, 'e': 0.010224656730596018}",25,7,30.55373508527124,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 1, 'e': 0.010122410163290057}",20,11,15.95869301847178,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 1, 'e': 0.010021186061657156}",25,11,-20.98248382759857,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
459,False,"{'a': 1, 'e': 0.009920974201040586}",25,14,19.313463208809427,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,13,14.441516140607705,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,8,22.835662538990615,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,8,21.438738455267526,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,12,33.10263313756345,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,8,18.995304782065134,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,10,20.914551056569394,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,13,14.598454241168488,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,15,9.84582621535452,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,18,13.696407003033315,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,18,12.22225862741811,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
